epoch,gen_loss,disc_loss
1,2.845891237258911,0.1397179812192917
2,3.7684378623962402,0.11498802155256271
3,2.496516704559326,0.3728637993335724
4,2.5588912963867188,0.240589439868927
5,1.804213523864746,0.4143037497997284
